,spectrogram,mel_spectrogram,harmonics,perceptual_shock_wave,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,tempo_bpm,mfcc0,mfcc_delta_0,mfcc_accelerate_0,mfcc1,mfcc_delta_1,mfcc_accelerate_1,mfcc2,mfcc_delta_2,mfcc_accelerate_2,mfcc3,mfcc_delta_3,mfcc_accelerate_3,mfcc4,mfcc_delta_4,mfcc_accelerate_4,mfcc5,mfcc_delta_5,mfcc_accelerate_5,mfcc6,mfcc_delta_6,mfcc_accelerate_6,mfcc7,mfcc_delta_7,mfcc_accelerate_7,mfcc8,mfcc_delta_8,mfcc_accelerate_8,mfcc9,mfcc_delta_9,mfcc_accelerate_9,mfcc10,mfcc_delta_10,mfcc_accelerate_10,mfcc11,mfcc_delta_11,mfcc_accelerate_11,mfcc12,mfcc_delta_12,mfcc_accelerate_12,Species,Id
11,-72.204445,-80.0,-3.7997243e-06,-8.457318e-06,0.41829532,0.3450859,0.4056653,0.5621648,0.50953645,0.34967422,0.3769429,0.4901612,0.43771955,0.42205977,0.3479215,0.3889398,103.359375,-519.99384,0.00028801867,-0.00088747364,41.137024,0.0025300055,-0.0006836713,-7.9096303,0.0015841459,-0.00063476304,26.818195,-0.0008576649,-0.0008680885,-26.058538,-0.0012653008,0.0005158305,8.102692,-0.0010020259,4.8649767e-05,-3.3151023,-7.052041e-05,-0.00042186814,-19.510962,-0.0014940975,0.0013601627,-5.2224746,-0.00030158853,0.0004300612,-11.199688,-0.00019395066,-0.00052992324,-4.36075,-0.0013005752,0.0005503023,-9.553414,9.604908e-05,-0.0004615283,-5.0473866,-0.0016734329,-0.0004549605,coromandelica,11285.wav
12,-80.0,-80.0,2.3259465e-09,1.0760473e-08,0.57054186,0.92425007,0.43306258,0.09710769,0.033362877,0.022482185,0.052225858,0.13446292,0.21862921,0.20342419,0.116154395,0.26080844,123.046875,-440.7636,0.013425362,-0.012100008,-118.17082,0.007485972,0.0077793607,2.6783185,-0.010701051,0.0048836493,-23.036413,0.005006848,-0.004550159,-13.187694,-0.0014201555,0.009327551,5.2980604,-0.0048014293,-0.0005221971,-8.845111,0.002483264,0.0006153312,6.244872,0.0013401002,0.0059897685,-15.465576,0.0009612643,0.0009585319,15.778304,-0.0056958897,-0.0009752925,-16.408514,0.0029262863,-0.00025216353,11.9192915,-0.0031158046,-0.0010995042,-10.34418,0.00402516,-0.0010623372,coromandelica,11573.wav
13,-48.21254,-80.0,-4.633725e-05,-0.0001749122,0.5281056,0.46005455,0.42392564,0.3869036,0.34437475,0.35089245,0.39360398,0.49726927,0.58414197,0.6574234,0.6123829,0.6003512,78.30255681818181,-520.5195,0.37139374,0.099842794,90.34404,0.2776036,0.036152963,39.521477,0.15162744,-0.015408004,52.849014,0.15682508,-0.022456367,8.747553,0.045156747,0.0005700445,22.10504,0.017070498,0.008427198,12.191935,0.004081302,-0.003083942,10.447175,-0.014577823,0.006970224,3.377063,0.01066993,-0.00050349237,-1.1014081,-0.0073768245,9.920061e-05,3.8854399,0.0029905152,0.015086514,-0.4192392,-0.015736647,0.01218749,1.088979,-0.008414149,-0.0049177385,coromandelica,11821.wav
14,-43.79953,-68.96212,-1.0267029e-05,-6.926698e-06,0.34267214,0.4938078,0.38232213,0.30298308,0.31844103,0.50833875,0.7812923,0.7303166,0.49319112,0.42587182,0.36893412,0.31815907,123.046875,-390.50348,0.07451022,-0.32124403,36.602585,-0.022562522,-0.02388653,26.951511,-0.010700046,-0.04404936,19.61124,0.027856087,0.019377887,-13.667816,0.040191054,-0.02711793,28.08668,0.041153874,-0.030868573,-0.545133,-0.038974006,-0.022727322,19.592545,-0.092532046,-0.020147324,3.5941567,0.045777168,0.03585512,17.666637,-0.002130657,-0.0020061312,8.886354,-0.050205223,-0.010581289,-0.8604675,-0.012053198,0.0012767536,3.0292192,0.06460833,0.03160164,coromandelica,12047.wav
15,-78.8163,-80.0,-3.8071475e-09,1.634966e-08,0.2954541,0.7777431,0.9259427,0.37956408,0.1490708,0.09559932,0.10431969,0.12132976,0.14445138,0.12033776,0.10514277,0.10733927,117.45383522727273,-514.62366,0.11342821,-0.008696034,-26.014736,-0.032489248,0.018622909,134.7646,-0.015861738,-0.0034000175,-6.862659,-0.0023614296,0.001364162,-37.359898,-0.009381174,0.0064855716,-39.87018,0.015706008,0.0038885262,-4.8039665,0.012890759,-0.0031337906,-34.850685,0.023495829,0.00482828,-16.867298,0.007941824,-0.004747685,-9.009314,0.006308096,0.0014504162,-27.792967,-0.0015390147,0.0051448825,-19.868534,0.0055830185,0.0018578067,-15.30922,-0.00901112,0.0026506234,coromandelica,12134.wav
16,-79.2131,-79.97022,-6.455825e-07,-1.8196812e-06,0.23270352,0.65301055,0.8595828,0.38814148,0.15574044,0.093168385,0.11031206,0.14037426,0.2292998,0.21529266,0.17973968,0.19004966,234.90767045454547,-473.526,-0.10115048,-0.046539478,7.9616327,0.14151411,0.13701291,147.91591,0.50475115,-0.07627111,2.6980011,0.039993502,-0.05198986,7.1731124,0.23357227,0.0644597,-30.757984,-0.061993077,-0.0069384496,-3.4078023,-0.16054519,0.0034735363,-35.920097,0.15351805,0.024414908,-15.150903,-0.0005147282,-0.04167356,-5.919429,-0.056783676,0.032820627,-17.741669,0.039893474,0.0479315,-24.928146,0.011053764,-0.016455207,-16.649307,-0.056360558,0.025925817,coromandelica,12226.wav
17,-43.79953,-68.96212,-1.0267029e-05,-6.926698e-06,0.34267214,0.4938078,0.38232213,0.30298308,0.31844103,0.50833875,0.7812923,0.7303166,0.49319112,0.42587182,0.36893412,0.31815907,123.046875,-390.50348,0.07451022,-0.32124403,36.602585,-0.022562522,-0.02388653,26.951511,-0.010700046,-0.04404936,19.61124,0.027856087,0.019377887,-13.667816,0.040191054,-0.02711793,28.08668,0.041153874,-0.030868573,-0.545133,-0.038974006,-0.022727322,19.592545,-0.092532046,-0.020147324,3.5941567,0.045777168,0.03585512,17.666637,-0.002130657,-0.0020061312,8.886354,-0.050205223,-0.010581289,-0.8604675,-0.012053198,0.0012767536,3.0292192,0.06460833,0.03160164,coromandelica,12256.wav
18,-42.831215,-62.77721,-4.5873872e-05,1.6950391e-05,0.4711502,0.5020965,0.5309537,0.536972,0.5886008,0.61504817,0.5268235,0.48727652,0.55507255,0.6062229,0.4892693,0.4299671,117.45383522727273,-542.88495,-0.046145797,0.03136375,57.37317,-0.0613125,0.04171259,46.06831,-0.050090324,0.0342237,54.69528,-0.033336543,0.02311757,6.5450144,-0.013587517,0.010175388,29.31261,0.006297171,-0.0026098385,17.827892,0.023650613,-0.013403309,6.0103116,0.036451727,-0.020850874,15.520316,0.043629877,-0.024289556,15.713848,0.045166526,-0.023808843,14.70311,0.04198538,-0.020158622,2.8887,0.03566887,-0.014533434,14.327877,0.028072193,-0.0082876105,coromandelica,12505.wav
19,-42.831215,-62.77721,-4.5873872e-05,1.6950391e-05,0.4711502,0.5020965,0.5309537,0.536972,0.5886008,0.61504817,0.5268235,0.48727652,0.55507255,0.6062229,0.4892693,0.4299671,117.45383522727273,-542.88495,-0.046145797,0.03136375,57.37317,-0.0613125,0.04171259,46.06831,-0.050090324,0.0342237,54.69528,-0.033336543,0.02311757,6.5450144,-0.013587517,0.010175388,29.31261,0.006297171,-0.0026098385,17.827892,0.023650613,-0.013403309,6.0103116,0.036451727,-0.020850874,15.520316,0.043629877,-0.024289556,15.713848,0.045166526,-0.023808843,14.70311,0.04198538,-0.020158622,2.8887,0.03566887,-0.014533434,14.327877,0.028072193,-0.0082876105,coromandelica,12520.wav
20,-48.21254,-80.0,-4.633725e-05,-0.0001749122,0.5281056,0.46005455,0.42392564,0.3869036,0.34437475,0.35089245,0.39360398,0.49726927,0.58414197,0.6574234,0.6123829,0.6003512,78.30255681818181,-520.5195,0.37139374,0.099842794,90.34404,0.2776036,0.036152963,39.521477,0.15162744,-0.015408004,52.849014,0.15682508,-0.022456367,8.747553,0.045156747,0.0005700445,22.10504,0.017070498,0.008427198,12.191935,0.004081302,-0.003083942,10.447175,-0.014577823,0.006970224,3.377063,0.01066993,-0.00050349237,-1.1014081,-0.0073768245,9.920061e-05,3.8854399,0.0029905152,0.015086514,-0.4192392,-0.015736647,0.01218749,1.088979,-0.008414149,-0.0049177385,coromandelica,13098.wav
21,-60.153507,-66.21342,6.642223e-08,2.1543715e-06,0.36175913,0.36916018,0.37449795,0.43256956,0.4774211,0.394156,0.32603744,0.38106692,0.4050295,0.35502765,0.33680463,0.35403797,99.38401442307692,-372.71967,0.35106698,-0.009766192,56.34142,0.026266247,-0.0393961,27.8254,-0.0038644199,-0.027750118,76.41541,0.07540595,-0.012695465,-34.266476,-0.062959746,-0.018489217,38.09538,0.025740633,-0.008416001,0.9264591,0.0109345615,-0.011671364,-9.085347,-0.034841523,-0.018109877,14.346419,0.0105979815,-0.0013808043,-6.320091,-0.008294825,-0.013044834,7.435933,-0.0058693704,-0.0104425615,-5.774412,0.0028274835,0.013623326,5.955304,0.004152164,0.00624506,coromandelica,13326.wav
22,-23.885393,-24.135447,-0.00055990415,0.00023220001,0.6719433,0.6506877,0.65894663,0.6706255,0.6769139,0.6809652,0.62413603,0.66097826,0.6935413,0.68832767,0.6572604,0.6531738,129.19921875,-328.87012,0.05991259,-0.4431092,58.772434,-0.012896729,-0.036735877,51.514397,-0.0101578785,-0.022943826,48.982502,-0.03181338,-0.027159307,24.881296,-0.012859183,-0.0126526775,31.563246,-0.004881471,-0.017729027,18.31612,0.025604485,-0.010720568,17.504473,-0.00021338409,-0.015421959,11.313712,-0.016880292,-0.019009206,15.682248,-0.061036725,-0.016023727,6.4421706,-0.021444634,-0.00055884616,6.7152324,0.01743044,-0.0054715425,3.8959737,-0.010358759,-0.01790013,coromandelica,13328.wav
23,-80.0,-80.0,2.3259465e-09,1.0760473e-08,0.57054186,0.92425007,0.43306258,0.09710769,0.033362877,0.022482185,0.052225858,0.13446292,0.21862921,0.20342419,0.116154395,0.26080844,123.046875,-440.7636,0.013425362,-0.012100008,-118.17082,0.007485972,0.0077793607,2.6783185,-0.010701051,0.0048836493,-23.036413,0.005006848,-0.004550159,-13.187694,-0.0014201555,0.009327551,5.2980604,-0.0048014293,-0.0005221971,-8.845111,0.002483264,0.0006153312,6.244872,0.0013401002,0.0059897685,-15.465576,0.0009612643,0.0009585319,15.778304,-0.0056958897,-0.0009752925,-16.408514,0.0029262863,-0.00025216353,11.9192915,-0.0031158046,-0.0010995042,-10.34418,0.00402516,-0.0010623372,coromandelica,13395.wav
24,-73.43723,-79.949135,-1.2211478e-07,-1.2932709e-07,0.55924964,0.47269765,0.4346574,0.54435736,0.5438938,0.5072703,0.46954855,0.42283675,0.30508167,0.31921437,0.5035,0.6095516,99.38401442307692,-461.52902,0.2937019,-0.13690893,9.19848,0.06970803,0.12922718,51.78806,0.016297571,-0.09110399,21.617071,-0.102252655,-0.067553475,-45.393017,0.13186614,0.035704616,-33.59436,0.019808019,-0.0022216504,-31.815062,0.023956506,0.01846055,-38.232677,0.11662139,0.028943341,-9.865957,-0.0789664,0.041013677,-26.17124,0.0006840113,-0.043911494,-23.247494,0.03931085,0.059165116,-31.004606,0.031876575,0.024115216,-6.3902283,-0.09458958,-0.0048768525,coromandelica,13507.wav
25,-60.153507,-66.21342,6.642223e-08,2.1543715e-06,0.36175913,0.36916018,0.37449795,0.43256956,0.4774211,0.394156,0.32603744,0.38106692,0.4050295,0.35502765,0.33680463,0.35403797,99.38401442307692,-372.71967,0.35106698,-0.009766192,56.34142,0.026266247,-0.0393961,27.8254,-0.0038644199,-0.027750118,76.41541,0.07540595,-0.012695465,-34.266476,-0.062959746,-0.018489217,38.09538,0.025740633,-0.008416001,0.9264591,0.0109345615,-0.011671364,-9.085347,-0.034841523,-0.018109877,14.346419,0.0105979815,-0.0013808043,-6.320091,-0.008294825,-0.013044834,7.435933,-0.0058693704,-0.0104425615,-5.774412,0.0028274835,0.013623326,5.955304,0.004152164,0.00624506,coromandelica,13700.wav
26,-48.21254,-80.0,-4.633725e-05,-0.0001749122,0.5281056,0.46005455,0.42392564,0.3869036,0.34437475,0.35089245,0.39360398,0.49726927,0.58414197,0.6574234,0.6123829,0.6003512,78.30255681818181,-520.5195,0.37139374,0.099842794,90.34404,0.2776036,0.036152963,39.521477,0.15162744,-0.015408004,52.849014,0.15682508,-0.022456367,8.747553,0.045156747,0.0005700445,22.10504,0.017070498,0.008427198,12.191935,0.004081302,-0.003083942,10.447175,-0.014577823,0.006970224,3.377063,0.01066993,-0.00050349237,-1.1014081,-0.0073768245,9.920061e-05,3.8854399,0.0029905152,0.015086514,-0.4192392,-0.015736647,0.01218749,1.088979,-0.008414149,-0.0049177385,coromandelica,13775.wav
27,-79.69058,-80.0,-9.734088e-10,-8.0207005e-09,0.2192756,0.22249039,0.2486402,0.31953135,0.27756983,0.20547865,0.2894207,0.6137236,0.49944967,0.27018553,0.29079205,0.27129647,78.30255681818181,-491.68912,0.0938584,-0.0483817,-32.03516,-0.06477316,-0.029470507,30.580637,-0.03279111,-0.004159931,10.998586,0.0151396915,0.006338728,-47.415306,-0.008404763,-0.004299406,-8.238395,0.025071967,0.006277881,-19.697378,-0.0009441486,0.016190317,-18.507566,-0.0071833106,-0.00235744,-15.831128,0.008517091,0.005721826,-12.862088,-0.00035190803,0.008570781,-12.165707,-0.00902591,0.012895369,-26.241047,-0.00040067852,0.01149031,-3.4097915,0.005313613,-0.011265183,coromandelica,13986.wav
28,-56.56645,-67.40366,-2.2983986e-06,4.772541e-05,0.5297007,0.56446445,0.5937279,0.6056346,0.54258686,0.5101209,0.5064602,0.58691525,0.5965392,0.5682469,0.5222619,0.50860363,234.90767045454547,-337.47974,0.22959639,0.09540941,80.41799,0.19390728,0.056541096,22.836044,0.08211581,-0.0021017175,63.438126,0.09030588,0.0084116375,6.0899158,0.059213895,0.0007252642,21.012592,0.034434758,0.0022105637,20.898901,0.023727389,-0.0008230306,9.812386,0.010023369,-0.0021095504,0.034410734,-0.00045531726,0.0010581629,5.789883,-0.0018717677,0.0023110053,4.1143293,0.004690905,0.0007757143,-2.541257,0.0025251226,-0.00066940463,5.7738175,-0.0083803795,0.001372295,coromandelica,1421.wav
29,-26.276682,-30.344799,-0.00014269227,-0.00018820188,0.6529318,0.64466465,0.59926486,0.59177387,0.6166698,0.7131363,0.7376434,0.6816251,0.6569372,0.6550276,0.64487904,0.6435213,60.09265988372093,-235.67506,0.012862247,0.13504219,105.019424,-0.185217,-0.050804853,14.625672,-0.019503584,-0.007382476,53.62482,0.17365597,0.042578936,6.6300187,-0.12219255,-0.095541045,25.0923,0.046906553,0.034284826,13.47981,0.023361688,-0.0147737255,10.370646,-0.0705499,-0.030889064,-5.284118,-0.0008528289,0.056243088,9.061139,-0.028722487,-0.04281154,5.3793864,0.012205034,0.0053396644,-3.7767346,-0.0023329281,0.010121558,14.068566,0.021964356,-0.009495706,coromandelica,14245.wav
30,-72.204445,-80.0,-3.7997243e-06,-8.457318e-06,0.41829532,0.3450859,0.4056653,0.5621648,0.50953645,0.34967422,0.3769429,0.4901612,0.43771955,0.42205977,0.3479215,0.3889398,103.359375,-519.99384,0.00028801867,-0.00088747364,41.137024,0.0025300055,-0.0006836713,-7.9096303,0.0015841459,-0.00063476304,26.818195,-0.0008576649,-0.0008680885,-26.058538,-0.0012653008,0.0005158305,8.102692,-0.0010020259,4.8649767e-05,-3.3151023,-7.052041e-05,-0.00042186814,-19.510962,-0.0014940975,0.0013601627,-5.2224746,-0.00030158853,0.0004300612,-11.199688,-0.00019395066,-0.00052992324,-4.36075,-0.0013005752,0.0005503023,-9.553414,9.604908e-05,-0.0004615283,-5.0473866,-0.0016734329,-0.0004549605,coromandelica,14501.wav
31,-73.43723,-79.949135,-1.2211478e-07,-1.2932709e-07,0.55924964,0.47269765,0.4346574,0.54435736,0.5438938,0.5072703,0.46954855,0.42283675,0.30508167,0.31921437,0.5035,0.6095516,99.38401442307692,-461.52902,0.2937019,-0.13690893,9.19848,0.06970803,0.12922718,51.78806,0.016297571,-0.09110399,21.617071,-0.102252655,-0.067553475,-45.393017,0.13186614,0.035704616,-33.59436,0.019808019,-0.0022216504,-31.815062,0.023956506,0.01846055,-38.232677,0.11662139,0.028943341,-9.865957,-0.0789664,0.041013677,-26.17124,0.0006840113,-0.043911494,-23.247494,0.03931085,0.059165116,-31.004606,0.031876575,0.024115216,-6.3902283,-0.09458958,-0.0048768525,coromandelica,14896.wav
32,-67.41892,-80.0,-1.725753e-05,-2.6760874e-05,0.2662878,0.29748324,0.43865794,0.61765385,0.57983136,0.43483302,0.39975074,0.47524458,0.46412483,0.37723565,0.29207784,0.25908667,112.34714673913044,-246.56955,1.1241913,-0.44877544,11.531634,0.03167573,-0.024737565,-12.834471,-0.011557197,0.061012387,7.780527,0.055964053,0.022333156,-40.397087,-0.13798732,0.014121984,5.276152,-0.05158094,-0.046043143,-23.46466,-0.03501322,0.054333508,-9.656464,-0.009908022,0.038416784,-17.06893,-0.059517767,0.00732654,-10.11827,-0.0037320473,-0.011913471,-5.0043607,-0.033964854,0.03669567,-8.757376,-0.006873548,0.004163622,-3.0697427,0.011244191,0.0037313094,coromandelica,15086.wav
33,-67.61658,-79.84439,-6.468272e-06,-1.4995368e-05,0.19100787,0.3512849,0.35527062,0.18748754,0.14031127,0.19535066,0.7102175,0.7985946,0.4598914,0.22155996,0.16993457,0.2000587,123.046875,-384.43195,0.63864905,-0.14471702,-30.143887,-0.24848308,0.10267922,22.33842,0.19199798,-0.08540386,23.241777,-0.015271461,0.00690317,-37.35952,-0.14747465,0.023972983,41.6863,0.15506653,-0.08789933,-14.610637,-0.16054733,0.028693043,17.255495,-0.11373795,-0.06981685,-12.456554,-0.06561034,0.0029257012,15.685925,0.04641769,-0.026135266,-5.844083,-0.20921928,-0.022558399,4.518941,0.032015603,-0.014483358,-5.156351,-0.12009311,0.008938953,coromandelica,1542.wav
