,id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
10,138648,Lerwa,lerwa,,birds,Snow Partridge,vir joshi,India,"Tungnath, Chamoli, Uttarakhand",30.4897,79.223,3500,call,,,field recording,//xeno-canto.org/138648,https://xeno-canto.org/138648/download,XC138648-snow partridge xeno.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC138648-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC138648-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC138648-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC138648-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC138648-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC138648-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC138648-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:12,09:00,2013-05-24,2013-06-17,[],"it's high attitude bird very camouflage  hardly to seen in summer . after 3:00 hour trek in low oxygen[4:00 k.m]
got it  this bird seen in 6 flock   ",yes,yes,no,,,no,,,44100
11,547809,Alectoris,chukar,,birds,Chukar Partridge,Andrew Spencer,India,"Purtikchey J&K Tourism guest house, Jammu and Kashmir",34.197,75.9303,,call,,,field recording,//xeno-canto.org/547809,https://xeno-canto.org/547809/download,XC547809-Chukar2019-7-3-1.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC547809-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC547809-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC547809-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC547809-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/wave/XC547809-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/wave/XC547809-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/wave/XC547809-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:17,5:03,2019-07-03,2020-04-19,"['Phoenicurus ochruros', 'Emberiza cia', 'Pica pica']","Calls from a bird on top of dry, open hill along the road. While calling the bird would ascend a large boulder at the top of the hill, and then scramble down the side between bouts of calls. Archived at the Macaulay Library as ML172471251",yes,yes,no,,,no,,,48000
12,201499,Alectoris,chukar,,birds,Chukar Partridge,Lakshminarasimha Ranganathan,India,"Sharai Koti, Shimla, Himachal Pradesh",31.4511,77.741,2900,call,,,field recording,//xeno-canto.org/201499,https://xeno-canto.org/201499/download,XC201499-Chukar_1.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC201499-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC201499-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC201499-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC201499-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/wave/XC201499-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/wave/XC201499-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/wave/XC201499-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:37,10:00,2014-11-05,2014-11-05,[],An individual calling from atop a cliff. Probably in response to other individuals which were calling downhill. ,yes,yes,no,,,no,,,48000
13,676586,Francolinus,francolinus,,birds,Black Francolin,Jelle Scharringa,India,"Baranda, Kutch, Gujarat",23.5435,68.6973,80,song,,,field recording,//xeno-canto.org/676586,https://xeno-canto.org/676586/download,XC676586-a24a.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC676586-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC676586-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC676586-large.png', 'full': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC676586-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/wave/XC676586-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/wave/XC676586-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/wave/XC676586-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:26,08:00,2012-02-21,2021-09-24,[],"One male close by, more birds in distance.
",yes,yes,no,,,no,,,44100
14,569064,Francolinus,francolinus,,birds,Black Francolin,Jelle Scharringa,India,"Lala-Naliya Grassland Reserve, Kutch, Gujarat (approx location)",23.5435,68.6973,30,song,,,field recording,//xeno-canto.org/569064,https://xeno-canto.org/569064/download,XC569064-a25a.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC569064-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC569064-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC569064-large.png', 'full': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC569064-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/wave/XC569064-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/wave/XC569064-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/wave/XC569064-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:17,08:10,2012-02-21,2020-06-16,[],Close to Kutch Bustard Sanctuary.,yes,yes,no,,,no,,,44100
15,426552,Francolinus,francolinus,,birds,Black Francolin,Peter Boesman,India,"Manas National Park, Assam",26.672638,91.004331,,song,,,field recording,//xeno-canto.org/426552,https://xeno-canto.org/426552/download,XC426552-LS108850 Black Francolin song A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426552-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426552-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426552-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426552-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC426552-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC426552-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC426552-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:21,06:30,2018-04-09,2018-07-23,[],,unknown,unknown,unknown,,,no,,,44100
16,426551,Francolinus,francolinus,,birds,Black Francolin,Peter Boesman,India,"Manas National Park, Assam",26.672638,91.004331,,song,,,field recording,//xeno-canto.org/426551,https://xeno-canto.org/426551/download,XC426551-LS108849 Black Francolin song A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426551-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426551-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426551-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426551-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC426551-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC426551-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC426551-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:50,06:30,2018-04-09,2018-07-23,[],,unknown,unknown,unknown,,,no,,,44100
17,362925,Francolinus,francolinus,melanonotus,birds,Black Francolin,Paul J Willoughby,India,"Manas National Park, Assam",26.7047,91.0373,70,song,,,field recording,//xeno-canto.org/362925,https://xeno-canto.org/362925/download,XC362925-Black Francolin 20170315_080501.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PUPDHQTJRV/ffts/XC362925-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PUPDHQTJRV/ffts/XC362925-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PUPDHQTJRV/ffts/XC362925-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PUPDHQTJRV/ffts/XC362925-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PUPDHQTJRV/wave/XC362925-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PUPDHQTJRV/wave/XC362925-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PUPDHQTJRV/wave/XC362925-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:02,08:05,2017-03-13,2017-04-04,[],,yes,yes,no,,,no,,,22050
18,329108,Francolinus,francolinus,,birds,Black Francolin,Mandar Bhagat,India,"Chafi, Uttarakhand",29.3975,79.5674,1900,call,,,field recording,//xeno-canto.org/329108,https://xeno-canto.org/329108/download,XC329108-Black Francolin 07.04.2016 009.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC329108-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC329108-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC329108-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC329108-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC329108-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC329108-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC329108-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:39,07:30,2016-04-07,2016-07-28,[],,no,no,no,,,no,,,48000
19,322345,Francolinus,francolinus,,birds,Black Francolin,KALYAN SINGH SAJWAN,India,Dhikala Corbett National Park,,,400,call,,,field recording,//xeno-canto.org/322345,https://xeno-canto.org/322345/download,XC322345-Black Francolin best call.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/ffts/XC322345-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/ffts/XC322345-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/ffts/XC322345-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/ffts/XC322345-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/wave/XC322345-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/wave/XC322345-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/wave/XC322345-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:30,07:30,2016-06-12,2016-06-18,[],,yes,yes,no,,,no,,,48000
20,149595,Francolinus,francolinus,,birds,Black Francolin,Frank Lambert,India,"Lala-Naliya Grassland Reserve, Kutch, Gujarat (approx location)",23.5435,68.6973,80,song,male,,field recording,//xeno-canto.org/149595,https://xeno-canto.org/149595/download,XC149595-Francolinus_francolinus-FL Gujarat nr Naliya Grasslands 30Jan13 LS113469.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC149595-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC149595-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC149595-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC149595-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC149595-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC149595-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC149595-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:03,07:20,2013-01-30,2013-10-02,[],,yes,yes,yes,,,no,,,48000
21,149590,Francolinus,francolinus,,birds,Black Francolin,Frank Lambert,India,"Lala-Naliya Grassland Reserve, Kutch, Gujarat (approx location)",23.5435,68.6973,80,song,male,,field recording,//xeno-canto.org/149590,https://xeno-canto.org/149590/download,XC149590-Francolinus_francolinus-FL Gujarat nr Naliya Grasslands 30Jan13 LS113466.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC149590-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC149590-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC149590-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC149590-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC149590-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC149590-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC149590-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:33,07:00,2013-01-30,2013-10-02,[],,yes,yes,yes,,,no,,,48000
22,543388,Francolinus,francolinus,,birds,Black Francolin,Daniel Danckwerts,India,"Jim Corbett National Park, Uttarkhand",29.5442,78.8791,600,call,male,adult,field recording,//xeno-canto.org/543388,https://xeno-canto.org/543388/download,XC543388-Black Francolin.MP3,"{'small': '//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/ffts/XC543388-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/ffts/XC543388-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/ffts/XC543388-large.png', 'full': '//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/ffts/XC543388-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/wave/XC543388-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/wave/XC543388-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UDDNOHEKEN/wave/XC543388-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:27,08:00,2019-12-05,2020-04-09,[],An adult male Black Francolin responding to playback from dense Elephant Grass.,yes,yes,yes,,,no,,,44100
